id,detected_objects,Dominant Emotion,Dominant Race,gender,age,age_group,sentiment_analysis,img,label,text
47192,,,,,,,bad,img/47192.png,0,the flag flies high and proud
47196,person,,,,,,good,img/47196.png,0,"musslamic democrat, ilhan omar, has threatened members of congress she's told several republicans that she'll send them ""shawarma"", to give them a taste of her culture"" share to say arrest her now!"
47203,"person, tie",neutral,latino hispanic,man,29,25-34 years,neutral,img/47203.png,0,mlk giving an inspirational speech
47205,person,happy,white,man,39,35-44 years,good,img/47205.png,0,yes let the hate flow through you
47208,person,happy,white,man,28,25-34 years,bad,img/47208.png,0,happy fucking birthday now let's party
47209,"person, person, chair, person, person, person, person",happy,white,man,26,25-34 years,bad,img/47209.png,0,people aftey they put the divider in between your groceries
47215,"car, car, car",,,,,,good,img/47215.png,1,save the environment kids fuck that gay shit
47239,"person, person",neutral,asian,man,26,25-34 years,bad,img/47239.png,0,never related to something so much. pro ductivity crastinate
47250,person,angry,white,man,45,45-54 years,bad,img/47250.png,0,the school shootings will continue until we take your gun rights away
47251,person,happy,asian,man,19,18-24 years,bad,img/47251.png,1,when i grow up i'm going to blow up
47259,"airplane, person",,,,,,bad,img/47259.png,0,perks of being my friend? you'll be the normal one
47286,"bird, person",,,,,,neutral,img/47286.png,0,hillary clinton against the death penalty. gallows are pure evil . anyone who still practices this form of execution is sick
47289,person,,,,,,bad,img/47289.png,0,muslim woman wearing a burka
47290,"person, person",neutral,white,man,31,25-34 years,bad,img/47290.png,0,there are three types of girls
47308,"person, person, person, person, person, person, person, cell phone, person",fear,indian,man,26,25-34 years,bad,img/47308.png,1,show me your bare naked ankles you dirty whore
47309,"person, cup, pizza, cup, chair, pizza",fear,asian,woman,32,25-34 years,bad,img/47309.png,0,chinese people be like happy thanksgiving
47320,person,angry,white,man,49,45-54 years,bad,img/47320.png,0,"""the person who learned the most about the mueller report today was bob mueller."" trey gowdy did mueller just sign the report?"
47326,"person, person, person, person, person",,,,,,bad,img/47326.png,0,we are soldiers and we fight for our countries to our last minutes
47350,"person, person, person, mouse, person, person, person, person, person",,,,,,bad,img/47350.png,1,"""if you kill a killer, the number of killers in the world remains the same."" -batman ""lol, okay faggot."" -punisher"
47358,person,happy,asian,woman,32,25-34 years,bad,img/47358.png,1,vietnamese people be like hand me da meat hammer so i can torture john mccain's bawrr sack
47359,"person, person, person, person, person, person, car, person, person, person, person, car",,,,,,neutral,img/47359.png,1,weeeeeee! back over the border you go!
47368,"person, tie, person",neutral,white,man,33,25-34 years,good,img/47368.png,0,now what !? captain vagina hit them with your purse?
47369,person,happy,latino hispanic,man,27,25-34 years,bad,img/47369.png,1,my favorite animal is carrot
47385,"person, wine glass, person, wine glass, dining table, bowl, chair",,,,,,bad,img/47385.png,0,yall got any more a them cracka ass crackas?
47386,"person, person, person, person, cell phone, person, person, chair, chair, person, chair, pizza",,,,,,bad,img/47386.png,1,muslims in 2001 muslims in congress 2019 defund homeland security!
47390,person,happy,latino hispanic,woman,34,25-34 years,neutral,img/47390.png,0,"it might look fucked up, but her handjobs are fucking unbelievable"
47391,"person, person, person, person, person, person",happy,white,man,24,18-24 years,bad,img/47391.png,0,when the cop sees a black kid
47506,"person, bird, bird",,,,,,good,img/47506.png,1,"me. saving refugees ""nice try"""
47510,"horse, horse",,,,,,bad,img/47510.png,0,i want to fuck a goat but my 9 year old wife says its unatural
47516,"tie, person, tie",sad,white,man,37,35-44 years,bad,img/47516.png,0,a dictator.. emphasis on the dic*
47518,"person, chair, person, cup, cup, bottle, cake, bowl",,,,,,bad,img/47518.png,1,my sandwich- maker is very slow today
47521,"tie, person",happy,latino hispanic,man,38,35-44 years,bad,img/47521.png,0,females jump from dick to dick like parkwhore
47528,"person, bed",neutral,indian,man,28,25-34 years,bad,img/47528.png,1,i won a gift certificate to a tanning salon
47529,cat,,,,,,bad,img/47529.png,0,when the wife comes home early and the valve covers in the dishwasher are still on rinse
47530,"person, person, person",happy,white,woman,25,25-34 years,bad,img/47530.png,1,which one will be a single mom? the one on the right
47531,"person, car, person, person, person, person, person, person, person, backpack, person, person, person, person, bus, traffic light, person, traffic light, person, traffic light, person, person, person, person, traffic light, person, person, traffic light, person, person, person, person, car",,,,,,bad,img/47531.png,0,yes i have changed i realized i was fucking up and changes had to be made
47561,"person, book, book, book, book, book",angry,asian,man,28,25-34 years,neutral,img/47561.png,0,skipped the last step on the stairs... earned jump wings
47569,"person, tie",,,,,,bad,img/47569.png,1,"what is that wonderful smell? it smells like.... caramel! oh, today we burnt the diabetics"
47581,"cup, person, person",,,,,,bad,img/47581.png,0,my gas bill was this high
47582,"person, potted plant, vase, sink, potted plant, vase, potted plant, couch",,,,,,bad,img/47582.png,0,"after waking up in the dark, while sick what year is it"
47589,"person, tie, person",,,,,,bad,img/47589.png,1,"in 2011 trump said, ""all americans are idiots"" in 2016 they proved it"
47591,person,,,,,,bad,img/47591.png,0,you see this pig? it's called muhammad
47592,"chair, chair, chair, chair, person, chair",sad,asian,man,26,25-34 years,good,img/47592.png,1,world history in one sentence. these white men are dangerous
47596,"horse, horse, sheep",,,,,,bad,img/47596.png,1,porki comment army in action against india
47598,person,,,,,,bad,img/47598.png,0,"actually retard, the muslims aren't the problem the problem is that pussies are stopping us from killing the muslims"
47601,"person, person",,,,,,good,img/47601.png,1,the difference between moderate muslim and radical muslim follow my allah or i kill you! radical muslim follow my allah or he kill you moderate muslim
47605,person,sad,white,man,34,25-34 years,bad,img/47605.png,0,"i'm so patriotic, i piss red, white, and blue. my doctor said it may be pancreatic cancer. i told him to shut his commie mouth"
47608,"person, person, cell phone, chair, person, dining table",sad,white,man,29,25-34 years,bad,img/47608.png,0,indian fans in real life indian fans on facebook
47609,person,happy,white,man,46,45-54 years,bad,img/47609.png,0,when your friend has been posting suicidal memes in the group chat all day then you hear an ambulance drive past you did it you crazy son of a bitch you did it
47612,"person, person, person, person, person, person, person, person, handbag, person, person, person, person, person, person, person, person, person",,,,,,bad,img/47612.png,0,i see you nagger!
47615,dog,,,,,,bad,img/47615.png,0,-your pug is cute as hell -that's my son
47618,"person, laptop, cup, chair, microwave, banana, orange, dining table, clock, refrigerator",,,,,,neutral,img/47618.png,0,when they say not to blink or you'll miss the magic trick
47620,"person, elephant, horse, handbag",,,,,,bad,img/47620.png,1,a muslim threesome
47625,"person, person, couch",,,,,,bad,img/47625.png,0,when you poke holes in his condoms and get aids instead of a baby
47628,bear,,,,,,bad,img/47628.png,0,when your troop respects you as the alpha
47629,"person, person",,,,,,bad,img/47629.png,1,""" son i understand shyquisha has a big booty but she keeps stealing your mother's jewelry, she can't visit anymore"""
47698,person,neutral,white,man,42,35-44 years,bad,img/47698.png,0,when you get a compliment out of the blue and have to try not to be bashful
47801,person,angry,white,woman,31,25-34 years,bad,img/47801.png,0,"but then again this is too good, ekse"
47809,person,,,,,,bad,img/47809.png,1,if theres even one homeless child in america we have no room for illegal aliens
47825,"tie, teddy bear",,,,,,bad,img/47825.png,0,your pug is cute as hell that's my son
47826,"person, person, person, person, person, person, person, person, person, tie, person, person, tie, tie, person, person, tie, tie",fear,white,man,26,25-34 years,bad,img/47826.png,1,mississippi wind chime
47830,,,,,,,bad,img/47830.png,0,pray for your sins
47836,"sheep, sheep, sheep, sheep, sheep, sheep, sheep",,,,,,bad,img/47836.png,0,finds out those 72 virgins... are goats
47856,,,,,,,neutral,img/47856.png,0,when you forget the bomb codes
47859,"person, person, person, tie, person",,,,,,bad,img/47859.png,1,and then i told them you're going on a fun camping trip
47862,person,,,,,,bad,img/47862.png,0,there's just certain shit you don't do in life out of respect!
47865,person,,,,,,bad,img/47865.png,1,even i can see  duke sucks
47896,"person, tie",,,,,,good,img/47896.png,0,trump be thinking.. you can't lose in 2020 if there is no 2020
47901,"person, person, person, person",neutral,latino hispanic,man,23,18-24 years,bad,img/47901.png,0,mexican sub culture in california
47905,"tie, person, tie",,,,,,bad,img/47905.png,1,yes i'm trying to divide the country i'm dividing the illegals from the actual citizens
47913,"person, person, person, person, tie, tie",sad,white,man,42,35-44 years,bad,img/47913.png,0,"the jussie smollett case explained. ""how do you plead? "" ""innocent!!!"" ""black, gay, trump hater, friend of michelle obama"
47918,"person, person, person, person, person, person, person, person",,,,,,good,img/47918.png,1,black people when they get pushed too far white people when they get pushed too far
47920,"person, person",,,,,,bad,img/47920.png,1,when somebody shootin up the school & you tell the special ed kids to run at him as a distraction
47926,dog,,,,,,bad,img/47926.png,1,the greatest gift of life is friendship and jews stole it and have removed it from me
47938,person,,,,,,bad,img/47938.png,0,how long for the mot on the vw dave? just doing the emissions...
47960,"tie, tie, person, person, book, suitcase, handbag, umbrella",,,,,,good,img/47960.png,1,when you forget that blind people have a heightened sense of smell why is your penis out ?
47981,teddy bear,neutral,asian,man,38,35-44 years,bad,img/47981.png,0,i hate snow its cold
47982,banana,happy,white,man,32,25-34 years,bad,img/47982.png,0,god created this not that
47985,"person, person, tie, tie",,,,,,neutral,img/47985.png,0,when you and ya partner think there's no donuts left but there's two
48012,person,fear,white,man,30,25-34 years,good,img/48012.png,0,"when you're doing introductions on the first day of class and your teacher makes you say 3 things about yourself an arm like a damn rocket, a cock like a burmese python and the mind of a fucking scientist"
48015,,,,,,,neutral,img/48015.png,0,so there is this new implant that can actually fix stupid
48021,"person, person, banana",sad,asian,man,45,45-54 years,bad,img/48021.png,0,kill them kill them all !!!!!
48031,"person, person, tie",,,,,,bad,img/48031.png,0,my irony meter just exploded
48039,,,,,,,bad,img/48039.png,0,"hello everyone, this is m and welcome to jackass: umbra edition!"
48051,"person, person",neutral,indian,man,34,25-34 years,bad,img/48051.png,1,"bitch, please! i don't i've got to go wanna get blow myself up tomorrow! married! islam - none of it makes sense"
48052,person,,,,,,bad,img/48052.png,0,whoah! chill out
48062,person,,,,,,good,img/48062.png,0,"so, where did you get all of this gold elizabeth? i stole it!!!"
