id,text,sentiment_analysis
54728,my face when im wating for my cookies to be done baking,bad
54731,"for those of you ignorant to history there has already been a ""march for our lives"" and they were already disarmed!",good
54761,"the answer to the age-old question, does a bear shit in the woods? answer... yes they do!  and here is scientific proof",neutral
54780,travel size coffee maker,bad
54781,i'm a liberal and i support trump!,neutral
54782,because even other planets need crime,good
54789,when you're shooting up the school and the autistic kid takes his glock out to join you  we weren't expecting special force,good
54790,what people do in the bedroom is not anyone else's business,bad
54793,The text in the image reads:  - Shitting on streets - Indians - Stray dogs,bad
54801,i'd rather push a chevy than drive a ford,neutral
54812,what in tranation is this contraption,bad
54816,i like to keep my xanax in with my tic tac's  fresh breath and a fresh attitude,neutral
54817,"i had twins with my third husband, which i conceived while married to my first husband, and delivered while married to my second husband, who adopted them before i divorced him and married my third husband. but that was then, now i'm married to my fourth husband.  i'm just an evangelical who believes in the sanctity of marriage.",bad
54819,beauty shot of girlfriends focusing on different thoughts and ideas,bad
54820,goes to the future  doesn't warn marty about parkinson's,bad
54823,oops. broke the dishwasher again,bad
54830,I told you don't heat fish in the microwave,bad
54831,The text in the image reads:  - time - barack hussein obama - muslim of the year,neutral
54837,"if i can sexually harass this many women and molest this many children as vice president, just imagine how many i could do as president!  but what am i telling you for? you're the first gay president, married to the first 'first' tranny,' and most people don't even know it!",good
54891,"got kicked out of the hospital. apparently, the sign ""stroke patients here"" meant something completely different",good
54893,"old people at weddings always poke me and say ""you're next."" so, I started doing the same thing to them at funerals",bad
54896,when you forgo history and embrace diversity,bad
54912,we said we would never forget and we haven't,bad
54917,"out of the whole year, we only need women for about 365 days",bad
54920,so i guess a handjob is out of the question,good
54927,"if a muslim beats his wife, is it domestic violence, or child abuse",bad
54930,not all muslims are isis! some are al-qaida the rest are taliban,bad
54931,build a house for r250m while ordinary citizens live in poverty?  i blame apartheid,bad
54936,summers here lets swim,bad
54962,"The text in the image is:  - ""no i'm on my period"" - ""no i have diarrhea""",neutral
54971,rebuilt tranny,bad
54972,happy birthday  its like your very own christmas!,good
54973,this is what vitiligo looks like,bad
54976,"""life hack #23 how to get stoned with no weed""",bad
54978,"black people started wearing their pants low, white people called it ""saggin.""  spell saggin backwards... those sneaky white people",bad
54981,we can kill as many as we want and your stupid government keeps bringing us in,bad
54983,marks left by a chevy marks left by a ford,neutral
56019,damn they really out here thinking they making it to class,bad
56024,and for my next trick  i'll make democrats defend rats,bad
56048,you are islamaphobic look at their beautiful parties,bad
56071,when you can smell shit  but you're not sure if it's his arse or your hands,bad
56081,bruce jenner's cat,bad
56082,when you catch your goat running from the farm ya done fucked up,bad
56091,when you found your wife is cheating on you  ya allah,bad
56098,"The text in the image says:  ""I said ""a glass of juice""..""",good
56104,african children seeing a caucasian boy  for their first time ever,bad
56107,a kind women giving a starving child some water,bad
56108,The text in the image is:  - Michelle Obama - angry monkey,bad
56123,"""If you kill your enemies, they win.""  justin trudeau  share if this is the dumbest comment ever by anyone",neutral
56124,how to cook turkey in usa  how to cook turkey in romania,bad
56128,3 Jewish prisoners after being liberated by the USSR ( (Auschwitz 1945 colorized),bad
56130,i'm wanty... not needy huge fucking difference.,bad
56134,Meanwhile at the isis strip club,bad
56138,here's a painting of a handbook for terrorists,bad
56143,"ugly mafuckas be like...  bru, i know she want me i got dreads",neutral
56149,the original scarecrow,bad
56179,from no child left behind  to no child left alive,bad
56180,my little brother ate all the scrabble tiles...  and his shit makes more sense than alexandria ocasio cortez,bad
56183,traps are just flat chested futas,bad
56184,go home stoned eyes give nothing away,good
56187,how much did the holla cost?,bad
56189,"The text in the image reads:  ""hiroshima 1945 2016 detroit 1945 2016 moral of the story... it's easier to come back from a nuclear bomb than 5 decades of big gover government policies.""",bad
56193,how to cook turkey in usa  how to cook turkey in romania,bad
56207,we broke up but she said we could still be cousins,good
56208,guess who  got reported again by some weak minded asshole,bad
56210,po' baby.. just don't know no damn better..,bad
56213,let me play with the chew toys,bad
56219,them: how would you rate this pupper? me: golden,neutral
56231,"The text in the image says:  ""anne frank hid from the nazis for 2 years""",bad
56240,Two Jewish women saved by soldiers from Auschwitz concentration camp (circa 1943 ( colorized),neutral
56241,94% of them test positive for rh blood type which means they have monkey blood  as a result they are born with a tail and other animal traits,good
56247,when you snap a photo with the friend that never smiles,bad
56248,"The text in the image is:  - ""fuck you"" - ""muhammed is a pig fucker!""",neutral
56249,who did this,good
56274,when she on top  & you trynna catch a titty,bad
56280,little miss muffet sat on her tuffet,bad
56281,liberals before the election  trump and his supporters must accept the results of the election  liberals after the election  i do not accept the results of the election,bad
56287,"and then i says to her no, i got your nose.",neutral
56290,why doesn't aldi's have their own brand of nuts  called aldi's nuts?,good
56291,why test drugs on intelligent animals when we have plenty of vegetables to spare?,good
56294,she put on the purple lipstick and she became the bomb,good
56304,when you and ya partner see an unarmed black youth,neutral
56310,"hello, maria? yes  your uber has arrived",bad
56327,shame on you america  you said you would never forget,good
56328,made rice krispies way before kellogg's,bad
56340,"""comedian"" sarah silverman says pro-life laws  ""make me want to eat an aborted fetus""  then one day for no reason at all  they started putting people in camps",good
56374,"The text in the image reads:  ""When I see people who post 'punch a nazi' in person, I'm a nazi. I hate niggers, Gregg are you gonna punch me??""",bad
56378,I'm not racist. Racism is a crime and crime is only for blacks,bad
56387,what you can find in amazon,bad
56389,no means no unless she's dyslexic then it's on,neutral
56392,dick punch funny regardless of species,bad
56401,if this offends you  you might be lack toes intolerant,bad
56409,when someone asks me how many chromosomes i have  more than you,neutral
56413,feeling cute might shoot a darkie later idk,bad
56417,"The text in the image reads:  ""fuck christians..."" ""fuck the bible... and fuck jesus christ""",bad
56418,notice the difference  talk show host  vietnam war hero,good
56419,anyone who disagrees with homosexuality and gay marriage is probably a closet homosexual.  do you disagree with pedophiles and pedophilia?,bad
