id,detected_objects
1547,"cup, cup, bowl, cup, bottle, cup, bowl, cup, person, bottle, person, bowl, bowl, bowl, person, bottle, bowl, person, cup, cup, cup, spoon, spoon, wine glass, bowl, carrot"
73516,person
78659,"sandwich, sandwich"
29750,"cat, person"
86059,person
49316,"person, person, person, person, person, person, person, person, person, person, person, boat, person, person, person"
2145,"chair, chair, dining table, bowl, cup, cup, cup, bottle, bottle, sports ball, cup"
23859,"person, tie"
73421,"tie, person, tie"
58642,person
7438,"person, person, person, person, person, person"
94021,"hot dog, hot dog, hot dog, hot dog, hot dog, hot dog, hot dog, hot dog, hot dog, hot dog, hot dog, hot dog, hot dog, hot dog, hot dog, hot dog, hot dog, hot dog, hot dog, hot dog, hot dog, hot dog"
51972,"airplane, airplane, airplane, airplane, airplane, airplane"
32897,dog
92718,"bicycle, person"
95163,"person, cell phone"
98531,person
38051,person
73049,"person, handbag"
42638,"person, person, person, person, person, person, sheep, person, person, person, person, person, person, person, person"
10475,person
14072,"person, person, tv"
21038,"person, cow, person, person, person, person, person, person, person, person, person, person, person"
15820,"person, bear"
84609,person
8742,"person, chair"
98026,"person, bowl"
19503,"person, person"
75908,"person, person"
83216,person
50741,"person, cup, person, oven"
18207,person
39241,person
57209,person
19586,"person, person, person"
81540,"person, sports ball, person, person, person, person, tie, person, baseball bat"
75921,person
4615,"person, person"
36107,"person, person, frisbee, sports ball"
93506,"bowl, spoon, carrot, dining table, carrot"
18674,"dog, cow, cow, cow, dog"
71906,person
20857,"apple, couch"
8369,"person, tie"
29576,bear
28039,person
3874,"person, handbag, umbrella, umbrella"
32974,"person, person, potted plant, potted plant, potted plant, cell phone, donut"
80954,"dog, person"
91803,person
13657,"person, person, person, person, person, person, person, person, handbag"
96701,"teddy bear, person, tie"
89613,"bottle, bottle, tie, person"
7391,"person, person, person, person, person, person, person, person, handbag, person, person, person, person, person, person"
93275,bear
75918,"person, zebra"
52416,"person, boat, person, clock, tie"
57496,"person, spoon, cake"
18462,person
82749,person
75614,person
9527,person
43096,"person, person"
54691,person
63507,"bear, elephant, sheep"
30652,"spoon, spoon, spoon, spoon, spoon, spoon, spoon, spoon, spoon, bowl, spoon"
86041,"person, person, person, tie, person, person, cell phone, person, person, person, person, person, person, cell phone"
89275,horse
68025,teddy bear
94870,"person, bowl, spoon, knife, bowl"
92365,"person, person, person, horse, person"
34576,person
56149,person
63910,"person, person, bed"
8962,"person, person, person, person, person, person, person, handbag, tie, person, chair"
30567,"person, cell phone, traffic light, person, cell phone, person, person, cell phone"
87324,"person, person, bottle, person, person, person, bottle, bottle, handbag, bottle, bottle, bottle, bottle"
98726,"person, person"
29308,"person, cell phone"
37924,"person, person, tie, person"
10385,vase
43560,person
6483,person
42783,"backpack, backpack, backpack, backpack, backpack"
30286,cat
83059,person
29104,"person, person, person, horse, person, person, person, person, person, person, person, person"
9641,"person, person"
2431,"person, potted plant, cell phone, person, oven, knife, orange, banana, cup"
6374,"person, person, person"
8147,"dog, couch"
73258,"person, person"
34872,"person, person, bottle, person, dining table, person, couch, tie, person, dining table"
42936,"person, tie"
75241,"person, person, handbag, backpack"
24783,"person, person, person, person, person, person, person, person, horse"
72456,person
34196,"horse, dog"
93671,person
5134,"person, tie"
96185,person
48760,person
19065,"person, cell phone, person, person, person, person, person, person, person, person, surfboard"
31960,"bird, teddy bear, chair"
69073,"person, person, person, person, person, person, tennis racket, person, person, person, person, person, person"
30615,"person, person, person, person, person, person, person, person, person, person, person, person, person"
23908,"person, person, person, person, person, person, person, person, handbag"
57608,cat
7285,"scissors, scissors, scissors, scissors, scissors"
25498,"person, person, bird"
80279,"person, person, person, person, person, person, person, person, kite, chair, traffic light"
80425,"person, person, chair, person, chair, laptop, person, cup, cup, bowl, laptop, person, chair, dining table, cup, chair, person"
58463,"vase, airplane, mouse"
49120,donut
31629,"person, person, person, person, person, potted plant, umbrella, frisbee"
70381,"person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, person"
38210,person
41678,"person, person, person, person, person, person, tie, tie, tie, tie"
16948,"person, person, couch"
67014,"person, person"
21748,"person, cell phone, book, person, cell phone, cell phone, cell phone, apple"
27410,"person, person, person, person"
43127,person
48751,"person, person, person, umbrella, person, baseball bat"
70654,"person, person, person, person, person, person, handbag, person, person, person, person, handbag, person"
97245,person
39504,"person, handbag, person, cup, person, person, cup, cell phone, person, person, person"
41962,"car, person"
49271,"person, umbrella"
43609,"person, person"
91024,"person, car, person, person, person, car, car, person, traffic light, person, person"
86203,"dog, person"
30851,"person, tie"
64853,"person, bird"
65203,"person, tie"
90483,keyboard
78402,"person, tie, tie, person, person, person, person, person, person, chair, tie, person, person, tie"
8254,"person, cell phone, person, person, person, person, tie, person, person, person, person, person, person"
16830,"tie, person, sports ball"
43920,"person, tie, person, person, person, clock"
97832,"book, chair, book"
34952,"person, tie, person, person, person, tie, person, person, person"
15290,"person, person, scissors, person"
53140,"person, tie, person, person, laptop, chair"
83509,person
54261,"person, book, book"
15804,"person, person, tie, tie"
70564,"traffic light, traffic light"
57348,person
80259,person
8941,"sheep, sheep"
17835,"person, person, cell phone, person, person, person, handbag"
70643,"person, baseball bat"
72903,"person, person"
47215,"car, car, car"
95071,person
8295,person
17530,"person, person, person, person, person, person"
7436,"horse, person"
34587,"person, sink, toothbrush, chair"
78315,person
72195,person
85316,"person, tie"
51482,"person, person, person, person, person, person, person"
67548,"person, hot dog"
43961,"person, tie"
34510,"person, book, vase, clock, bed, potted plant"
92670,person
85612,bed
97023,"person, chair"
20968,"person, bed"
51928,"person, tie, tie"
93542,"car, person, person, person, car, car, traffic light, person, person, person, car, motorcycle, person, car"
75018,"person, cup"
54130,"person, person, person, person, person, person, person, person, person, person, backpack, person"
16704,"person, person, person, person"
80971,person
76143,person
2691,person
81603,person
61285,dog
57423,"stop sign, stop sign"
93127,person
73596,"bear, bear, bear, bird, bird, bear, bear, bird, bird, bird"
2143,person
34927,"person, person"
7254,"person, cell phone"
69081,"person, person, handbag"
15920,person
37862,"person, laptop, person, person, person, person"
78206,"fork, knife"
82469,"person, person, person, tie, person, tie, tie, tie, tie"
36254,dog
45109,"person, person, car"
52631,"person, kite, kite, person"
10793,"person, sheep, sheep, sheep, person, sheep, sheep, sheep, person, sheep, person, person, sheep, cow"
71954,"person, cell phone, person, person, person, person, cell phone, cell phone, chair"
14958,"person, person, person, person, person, person, person, person"
18234,"person, handbag"
85439,person
17905,dog
32781,"person, person, person, person, person, person, person, person, person, person"
52964,"cup, knife, carrot, fork"
50614,"bottle, person"
19740,"person, teddy bear"
17624,"book, dog, book"
19547,"person, person, tie, person, tennis racket, person"
6325,person
29163,person
17682,"sports ball, sports ball, person"
78903,"person, person, person, person, laptop, person, chair, person, person, person, person, person, chair, cell phone, person, chair, person, chair"
35614,person
76145,"person, person, person, baseball bat, baseball bat, person, person"
6179,"person, person"
5436,"person, person, car, car"
16783,"person, person, person, person, person, person, person, person, person, tie, person, tie, person, person"
20945,person
28395,"bird, bird, bear"
68971,"person, person, tie, tie, tie, person, person"
50867,person
82419,"laptop, dog, chair"
91423,"person, person"
89640,"person, bowl, oven, bowl, bowl, cup, bowl, cup, cup, sink, bowl, bowl"
80319,"tie, remote, person"
46352,"person, person, tie, person"
68549,person
69418,"person, bear"
87140,person
16048,"person, person, person, person, person, person, person, person, chair, chair, person, dining table, chair, cell phone, person, bowl, cup, bottle, cup"
80453,"person, chair, vase, vase, dining table"
